Risk_Type,Reason_Code,Days_Apart,Shared_Company_ID,Left_Item_ID,Left_Source_ID,Left_Source_Item_ID,Left_Date,Left_Organisation,Left_Organisation_Key,Left_Company_ID,Left_Title,Left_URL,Right_Item_ID,Right_Source_ID,Right_Source_Item_ID,Right_Date,Right_Organisation,Right_Organisation_Key,Right_Company_ID,Right_Title,Right_URL
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-f6f916078e291e8d,CYBERATTAQUE_ORG,2245,2026-08-10,Steam,steam,,"Steam : noms, adresses et commandes de clients européens exposés après une cyberattaque",https://www.cyberattaque.org/steam-noms-adresses-et-commandes-de-clients-europeens-exposes-apres-une-cyberattaque/,ITM-a935e2896bf42300,FRENCHBREACHES,https://frenchbreaches.com/alertes/steam-msndgcya2ase84mzxi6,2026-08-10,Steam,steam,,Steam,https://frenchbreaches.com/alertes/steam-msndgcya2ase84mzxi6
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-e2e418cf3d473677,CYBERATTAQUE_ORG,2235,2026-08-10,Ville de Gagny,ville de gagny,,Cyberattaque à Gagny : la Ville confirme un accès non autorisé à des données personnelles,https://www.cyberattaque.org/cyberattaque-a-gagny-la-ville-confirme-un-acces-non-autorise-a-des-donnees-personnelles/,ITM-38c266a12eff1272,FRENCHBREACHES,https://frenchbreaches.com/alertes/ville-de-gagny-msmim65d87im5z51ho4,2026-08-10,Ville de Gagny,ville de gagny,,Ville de Gagny,https://frenchbreaches.com/alertes/ville-de-gagny-msmim65d87im5z51ho4
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,1,,ITM-d08086f886b642e8,FRENCHBREACHES,https://frenchbreaches.com/alertes/agence-pour-l-enseignement-fran-ais-l-tranger-aefe-msp6elbt3d5a63mumeq,2026-08-11,Agence pour l’enseignement français à l’étranger,agence pour l enseignement francais a l etranger,180006082,Agence pour l’enseignement français à l’étranger (AEFE),https://frenchbreaches.com/alertes/agence-pour-l-enseignement-fran-ais-l-tranger-aefe-msp6elbt3d5a63mumeq,ITM-4098b59c5c132913,CYBERATTAQUE_ORG,2296,2026-08-12,AEFE,agence pour l enseignement francais a l etranger,180006082,AEFE : plus de 30 000 entrées de l’annuaire interne et 135 e-mails revendiqués,https://www.cyberattaque.org/aefe-plus-de-30-000-entrees-de-lannuaire-interne-et-135-e-mails-revendiques/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-8734fecfbe81d332,CYBERATTAQUE_ORG,2262,2026-08-11,HeyPulse,heypulse,,HeyPulse : la base client et le code source en fuite après une cyberattaque,https://www.cyberattaque.org/heypulse-la-base-client-et-le-code-source-en-fuite-apres-une-cyberattaque/,ITM-9c8cd87affdadf8a,FRENCHBREACHES,https://frenchbreaches.com/alertes/heypulse-msogur4agznhs274b3r,2026-08-11,HeyPulse,heypulse,,HeyPulse,https://frenchbreaches.com/alertes/heypulse-msogur4agznhs274b3r
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-04d6fe7da62a4060,CYBERATTAQUE_ORG,2282,2026-08-11,Santé publique France,sante publique france,,Santé publique France : près de 80 000 personnes exposées après une faille,https://www.cyberattaque.org/sante-publique-france-pres-de-80-000-personnes-exposees-apres-une-faille/,ITM-64485c5121289c6d,FRENCHBREACHES,https://frenchbreaches.com/alertes/sant-publique-france-msoz0zsj3vgi774sa0i,2026-08-11,Santé publique France,sante publique france,,Santé publique France,https://frenchbreaches.com/alertes/sant-publique-france-msoz0zsj3vgi774sa0i
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-176d6d6164dfd493,CYBERATTAQUE_ORG,2287,2026-08-12,LaSante.net,lasante,,"LaSante.net : noms, adresses et e-mails de clients consultés après une cyberattaque",https://www.cyberattaque.org/lasante-net-noms-adresses-et-e-mails-de-clients-consultes-apres-une-cyberattaque/,ITM-89230a8f51b8c522,FRENCHBREACHES,https://frenchbreaches.com/alertes/lasante-net-mspekqmo3e0n0l1rsbe,2026-08-12,LaSante.net,lasante,,LaSante.net,https://frenchbreaches.com/alertes/lasante-net-mspekqmo3e0n0l1rsbe
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-31a233dafb2b6617,CYBERATTAQUE_ORG,2290,2026-08-12,Leroch Distribution,leroch distribution,,"Leroch Distribution : 3,3 Go de données publiées après le piratage de son compte BlgCloud",https://www.cyberattaque.org/leroch-distribution-33-go-de-donnees-publiees-apres-le-piratage-de-son-compte-blgcloud/,ITM-637343689cfb8ae6,FRENCHBREACHES,https://frenchbreaches.com/alertes/leroch-distribution-blgcloud-msp7xthowhtnkmx2fk,2026-08-12,Leroch Distribution,leroch distribution,,Leroch Distribution (BlgCloud),https://frenchbreaches.com/alertes/leroch-distribution-blgcloud-msp7xthowhtnkmx2fk
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-b19f56f106f4d9d0,CYBERATTAQUE_ORG,2291,2026-08-12,Loutz,loutz,,"Loutz : 3,4 Go de données, e-mails et documents internes diffusés après une cyberattaque",https://www.cyberattaque.org/loutz-34-go-de-donnees-e-mails-et-documents-internes-diffuses-apres-une-cyberattaque/,ITM-88543cf208949594,FRENCHBREACHES,https://frenchbreaches.com/alertes/loutz-blgcloud-msp7qzkjgh0uwodlovb,2026-08-12,Loutz,loutz,,Loutz (BlgCloud),https://frenchbreaches.com/alertes/loutz-blgcloud-msp7qzkjgh0uwodlovb
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-138924ed9143382e,CYBERATTAQUE_ORG,2304,2026-08-12,Son-Video.com,son video,,Son-Video.com frappé une nouvelle fois par une cyberattaque : 10 382 fichiers internes publiés,https://www.cyberattaque.org/son-video-com-frappe-une-nouvelle-fois-par-une-cyberattaque-10-382-fichiers-internes-publies/,ITM-9371d05789705127,RANSOMWARE_LIVE,,2026-08-12,SON VIDEO,son video,,SON VIDEO revendiqué par majinahanashi,http://lthicpjqc7gkn5eq3epxndc2uig3yngvcbdya4u3m3byjod5km4yuwqd.onion/#post/blog-4
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-1aa602530f6dfa07,CYBERATTAQUE_ORG,2322,2026-08-13,Chupin SARL,chupin,,Chupin SARL : 16 Go et plus de 70 000 fichiers publiés après le piratage de son compte BlgCloud,https://www.cyberattaque.org/chupin-sarl-16-go-et-plus-de-70-000-fichiers-publies-apres-le-piratage-de-son-compte-blgcloud/,ITM-fac377f6dd0d8ee8,FRENCHBREACHES,https://frenchbreaches.com/alertes/chupin-blgcloud-mssm9jvahrr2e2nsh7u,2026-08-14,Chupin,chupin,,Chupin (BlgCloud),https://frenchbreaches.com/alertes/chupin-blgcloud-mssm9jvahrr2e2nsh7u
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-2c144248ae323296,BONJOURLAFUITE,,2026-08-13,France VAE,france vae,,France VAE,https://bonjourlafuite.eu.org/img/france-vae.png,ITM-aba3d0296b074c1e,CYBERATTAQUE_ORG,2311,2026-08-13,France VAE,france vae,,"France VAE : identités, parcours professionnels et données de financement exposés après un incident de sécurité",https://www.cyberattaque.org/france-vae-identites-parcours-professionnels-et-donnees-de-financement-exposes-apres-un-incident-de-securite/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-2c144248ae323296,BONJOURLAFUITE,,2026-08-13,France VAE,france vae,,France VAE,https://bonjourlafuite.eu.org/img/france-vae.png,ITM-f4d3e4a1b9bf10c0,FRENCHBREACHES,https://frenchbreaches.com/alertes/france-vae-mssluksuoixbxf5wvsr,2026-08-14,France VAE,france vae,,France VAE,https://frenchbreaches.com/alertes/france-vae-mssluksuoixbxf5wvsr
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-aba3d0296b074c1e,CYBERATTAQUE_ORG,2311,2026-08-13,France VAE,france vae,,"France VAE : identités, parcours professionnels et données de financement exposés après un incident de sécurité",https://www.cyberattaque.org/france-vae-identites-parcours-professionnels-et-donnees-de-financement-exposes-apres-un-incident-de-securite/,ITM-f4d3e4a1b9bf10c0,FRENCHBREACHES,https://frenchbreaches.com/alertes/france-vae-mssluksuoixbxf5wvsr,2026-08-14,France VAE,france vae,,France VAE,https://frenchbreaches.com/alertes/france-vae-mssluksuoixbxf5wvsr
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,1,,ITM-ce51e4cd76737af7,CYBERATTAQUE_ORG,2333,2026-08-13,Scalingo,scalingo,808665483,Scalingo : les données de 90 000 personnes volées via une faille critique de Metabase,https://www.cyberattaque.org/scalingo-les-donnees-de-90-000-personnes-volees-via-une-faille-critique-de-metabase/,ITM-b8f59e73458e855a,FRENCHBREACHES,https://frenchbreaches.com/alertes/scalingo-mssmflhnh876wgausf,2026-08-14,Scalingo,scalingo,808665483,Scalingo,https://frenchbreaches.com/alertes/scalingo-mssmflhnh876wgausf
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-94f3a30c48dc77ad,CYBERATTAQUE_ORG,2336,2026-08-14,DGFiP,direction generale des finances publiques,130004955,"DGFiP : une 2ème cyberattaque revendiquée, plus de 2 millions de personnes concernées",https://www.cyberattaque.org/dgfip-2-cyberattaque-cadastre/,ITM-1405c2be130d1ecd,FRENCHBREACHES,https://frenchbreaches.com/alertes/direction-g-n-rale-des-finances-publiques-spdc-mssm0kklrsqu9rd3vd,2026-08-14,Direction générale des Finances publiques,direction generale des finances publiques,130004955,Direction générale des Finances publiques (SPDC),https://frenchbreaches.com/alertes/direction-g-n-rale-des-finances-publiques-spdc-mssm0kklrsqu9rd3vd
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-32a5248d6e3be01d,CYBERATTAQUE_ORG,2347,2026-08-15,Lebonmateriel.fr,le bon materiel,905068144,"Lebonmateriel.fr : 13,8 Go et 48 290 fichiers diffusés après le piratage de son compte BlgCloud",https://www.cyberattaque.org/lebonmateriel-fr-138-go-et-48-290-fichiers-diffuses-apres-le-piratage-de-son-compte-blgcloud/,ITM-5384bb2edc1e590e,FRENCHBREACHES,https://frenchbreaches.com/alertes/le-bon-mat-riel-blgcloud-mstkb430kht3b29drb,2026-08-15,Le Bon Matériel,le bon materiel,905068144,Le Bon Matériel (BlgCloud),https://frenchbreaches.com/alertes/le-bon-mat-riel-blgcloud-mstkb430kht3b29drb
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-6540e15e4bb1089d,CYBERATTAQUE_ORG,2374,2026-08-16,Bija Industrie,bija industrie,451475354,Bija Industrie : 693 mails en fuite et 5 109 fichiers internes déjà publiés,https://www.cyberattaque.org/bija-industrie-693-mails-en-fuite-et-5-109-fichiers-internes-deja-publies/,ITM-76a4c07de4838701,RANSOMWARE_LIVE,,2026-08-16,Bija Industrie,bija industrie,451475354,Bija Industrie revendiqué par medusalocker,http://t33zoj4qwv455fog7qnb2azi5xcdxkixughmmduzbw2rtdgryqfbh6id.onion/company/banadah/
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_ALIAS,0,,ITM-3e008fa243b802c2,CYBERATTAQUE_ORG,2355,2026-08-16,Motoculture Cravero,cravero motoculture,440381499,Motoculture Cravero : 49 168 fichiers et les données de plus de 8 500 personnes diffusés,https://www.cyberattaque.org/motoculture-cravero-49-168-fichiers-et-les-donnees-de-plus-de-8-500-personnes-diffuses/,ITM-3d4bbd2296a67743,FRENCHBREACHES,https://frenchbreaches.com/alertes/cravero-motoculture-blgcloud-msv33dq9e4pzz9hsrts,2026-08-16,Cravero Motoculture,cravero motoculture,440381499,Cravero Motoculture (BlgCloud),https://frenchbreaches.com/alertes/cravero-motoculture-blgcloud-msv33dq9e4pzz9hsrts
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-f7bb81100fe07424,CYBERATTAQUE_ORG,2361,2026-08-16,Evy,evy,,Evy : 13 870 comptes et contrats d’assurance revendiqués dans une fuite,https://www.cyberattaque.org/evy-13-870-comptes-et-contrats-dassurance-revendiques-dans-une-fuite/,ITM-a10d191484db05d5,FRENCHBREACHES,https://frenchbreaches.com/alertes/evy-msvpts753it09fb7vvf,2026-08-16,EVY,evy,,EVY,https://frenchbreaches.com/alertes/evy-msvpts753it09fb7vvf
POSSIBLE_FALSE_MERGE,MERGE_REVIEW_WEAK_CANONICAL_NAME,0,,ITM-e3cde8f1f50d0273,CYBERATTAQUE_ORG,2358,2026-08-16,France Casse,france casse,,"France Casse : 500 comptes clients, adresses et commandes revendiqués dans une nouvelle fuite",https://www.cyberattaque.org/francecasse-500-comptes-clients-adresses-et-commandes-exposes-dans-une-nouvelle-fuite/,ITM-2ccefab3d66d64ac,FRENCHBREACHES,https://frenchbreaches.com/alertes/france-casse-msv87fj5v652mg9x2mn,2026-08-16,France-Casse,france casse,,France-Casse,https://frenchbreaches.com/alertes/france-casse-msv87fj5v652mg9x2mn
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-3124e925aca46b35,RANSOMWARE_LIVE,,2026-02-19,Valgo SA,valgo,,Valgo SA revendiqué par incransom,http://incblog6qu4y4mm4zvw5nrmue6qbwtgjsxpw6b7ixzssu36tsajldoad.onion/blog/disclosures/698cbf008f1d14b74360a03a,ITM-fd56c69414a47f90,VEILLE_LLM,,2026-02-19,EPF Réunion / VALGO,epf reunion valgo,,EPF Réunion / VALGO : Fuite de données,https://github.com/Ya7o/Cyberwatch/blob/main/sources/veillellm/cyberattaques_reunion_mayotte_2026.json
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,2,,ITM-b7099e3a9061d109,RANSOMWARE_LIVE,,2026-03-16,Mingat Location,mingat location,,Mingat Location revendiqué par akira,https://mingat.com,ITM-9027fb4ba11d8511,BONJOURLAFUITE,,2026-03-18,Mingat,mingat,,Mingat,https://bonjourlafuite.eu.org/img/mingat.png
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,1,,ITM-f477f3099a41adce,RANSOMWARE_LIVE,,2026-04-04,AIRCOS,aircos,,AIRCOS revendiqué par thegentlemen,https://aircospascual-anjac.com,ITM-a0efabc3a54a7902,CYBERATTAQUE_ORG,270,2026-04-05,Aircos Pascual,aircos pascual,,Aircos Pascual (Anjac) : ransomware en cours du groupe TheGentlemen après une cyberattaque,https://www.cyberattaque.org/aircos-pascual-anjac-ransomware-en-cours-du-groupe-thegentlemen-apres-une-cyberattaque/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,1,,ITM-719727fac88493c1,CYBERATTAQUE_ORG,335,2026-04-07,Synergy,synergy,,Synergy : un acteur clé de la data et du cloud en France visé par un ransomware,https://www.cyberattaque.org/synergy-un-acteur-cle-de-la-data-et-du-cloud-en-france-vise-par-un-ransomware/,ITM-4c3bb280ccd0a626,RANSOMWARE_LIVE,,2026-04-08,Synergy France,synergy france,,Synergy France revendiqué par thegentlemen,https://synergy.fr
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-157ec8180d223fb4,CYBERATTAQUE_ORG,667,2026-04-20,City’Pro Marionneau,city pro marionneau,,City’Pro Marionneau : fuite de données après une cyberattaque revendiquée,https://www.cyberattaque.org/citypro-marionneau-fuite-de-donnees-apres-une-cyberattaque-revendiquee/,ITM-66285aa24e7daecb,RANSOMWARE_LIVE,,2026-04-20,City'Pro,city pro,,City'Pro revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=eedd0eaa-5cd6-4450-b165-24877fb4124d
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-afb44d2fccc4b1df,BONJOURLAFUITE,,2026-04-29,Métropole de Saint-Étienne,metropole de saint etienne,,Métropole de Saint-Étienne,https://bonjourlafuite.eu.org/img/metropole-saint-etienne.webp,ITM-8bbdf4f200b886ef,CYBERATTAQUE_ORG,877,2026-04-29,Saint-Étienne,saint etienne,,Saint-Étienne : la ville victime d’une cyberattaque via son prestataire de billetterie,https://www.cyberattaque.org/saint-etienne-la-ville-victime-dune-cyberattaque-via-son-prestataire-de-billetterie/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,2,,ITM-bbb320037d561b6a,RANSOMWARE_LIVE,,2026-05-05,Académie de Montpellier / CSJM,academie de montpellier csjm,,Académie de Montpellier / CSJM revendiqué par medusalocker,http://t33zoj4qwv455fog7qnb2azi5xcdxkixughmmduzbw2rtdgryqfbh6id.onion/company/baiapai/,ITM-1fdcf3bb7afcc977,CYBERATTAQUE_ORG,1049,2026-05-07,Académie de Montpellier,academie de montpellier,,Académie de Montpellier : fuite de documents sensibles après une cyberattaque,https://www.cyberattaque.org/academie-de-montpellier-fuite-de-documents-sensibles-apres-une-cyberattaque/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,1,,ITM-7b2d0395d0266dbe,CYBERATTAQUE_ORG,1022,2026-05-05,Quiberon,quiberon,,Quiberon : les services municipaux perturbés après une cyberattaque,https://www.cyberattaque.org/quiberon-les-services-municipaux-perturbes-apres-une-cyberattaque/,ITM-ad94ec6be4f43b90,RANSOMWARE_LIVE,,2026-05-06,Le Maire de QUIBERON,le maire de quiberon,,Le Maire de QUIBERON revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=0b78e764-e42c-4f41-aec4-09706a41af09
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,3,,ITM-fc1b90509100b6be,BONJOURLAFUITE,,2026-05-09,Ville de Roubaix,ville de roubaix,,Ville de Roubaix,https://www.roubaixxl.fr/incident-securite-kiosque-famille-service-education/,ITM-5195e435f4b81c8c,CYBERATTAQUE_ORG,1090,2026-05-12,Roubaix,roubaix,,Roubaix : le Kiosque famille suspendu après une fuite de données concernant des enfants scolarisés,https://www.cyberattaque.org/roubaix-le-kiosque-famille-suspendu-apres-une-fuite-de-donnees-concernant-des-enfants-scolarises/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-ca0de5a8fa988817,BONJOURLAFUITE,,2026-05-12,Kiosque famille de la ville de Roubaix,kiosque famille de la ville de roubaix,,Kiosque famille de la ville de Roubaix,https://www.roubaixxl.fr/incident-securite-kiosque-famille-service-education/,ITM-5195e435f4b81c8c,CYBERATTAQUE_ORG,1090,2026-05-12,Roubaix,roubaix,,Roubaix : le Kiosque famille suspendu après une fuite de données concernant des enfants scolarisés,https://www.cyberattaque.org/roubaix-le-kiosque-famille-suspendu-apres-une-fuite-de-donnees-concernant-des-enfants-scolarises/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-0972b9f1cdbf38ca,BONJOURLAFUITE,,2026-05-22,Atol,atol,,Atol,https://bonjourlafuite.eu.org/img/atol.png,ITM-ea63cfe55e4dc145,CYBERATTAQUE_ORG,1404,2026-05-22,Atol Mon Opticien,atol mon opticien,,"Atol Mon Opticien : 5,9 millions de clients exposés dans une fuite massive de données",https://www.cyberattaque.org/atol-mon-opticien-59-millions-de-clients-exposes-dans-une-fuite-massive-de-donnees/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-3b3dc88186c87b68,BONJOURLAFUITE,,2026-06-26,"Ministère des Sports, de la Jeunesse et de la Vie associative",ministere des sports de la jeunesse et de la vie associative,130016587,"Ministère des Sports, de la Jeunesse et de la Vie associative",https://bonjourlafuite.eu.org/img/msjva.png,ITM-073165dc67597152,CYBERATTAQUE_ORG,1810,2026-06-26,Ministère des Sports,ministere des sports,,Ministère des Sports : jusqu’à 227 000 enregistrements du Compte Asso revendiqués après une cyberattaque,https://www.cyberattaque.org/ministere-des-sports-jusqua-227-000-enregistrements-du-compte-asso-revendiques-apres-une-cyberattaque/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,2,,ITM-c0642652474ead00,FRENCHBREACHES,https://frenchbreaches.com/alertes/intermarch-drive-msd3lq1z008txe7ifb90x,2026-08-03,Intermarché Drive,intermarche drive,,Intermarché Drive,https://frenchbreaches.com/alertes/intermarch-drive-msd3lq1z008txe7ifb90x,ITM-9f6117dfe9bcd437,CYBERATTAQUE_ORG,2124,2026-08-05,Intermarché,intermarche,,"Intermarché victime d’une cyberattaque : jusqu’à 1,39M clients du Drive exposés",https://www.cyberattaque.org/intermarche-victime-dune-cyberattaque-les-donnees-de-clients-drive-exposees/
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-9f6117dfe9bcd437,CYBERATTAQUE_ORG,2124,2026-08-05,Intermarché,intermarche,,"Intermarché victime d’une cyberattaque : jusqu’à 1,39M clients du Drive exposés",https://www.cyberattaque.org/intermarche-victime-dune-cyberattaque-les-donnees-de-clients-drive-exposees/,ITM-783dfbd911a6ea5d,FRENCHBREACHES,https://frenchbreaches.com/alertes/intermarch-drive-msf7vvhryw7nui45uho,2026-08-05,Intermarché Drive,intermarche drive,,Intermarché Drive,https://frenchbreaches.com/alertes/intermarch-drive-msf7vvhryw7nui45uho
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-30b99ffa7476055b,CYBERATTAQUE_ORG,2370,2026-08-16,Jone Précision menacé par un ransomware,jone precision menace par un ransomware,,Jone Précision menacé par un ransomware : 18 Go et plus de 12 500 fichiers revendiqués,https://www.cyberattaque.org/jone-precision-menace-ransomware-cyberattaque/,ITM-c67b5d5ab01b9115,RANSOMWARE_LIVE,,2026-08-16,Jone Précision,jone precision,,Jone Précision revendiqué par qilin,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=40c19069-fd91-4f43-846b-71806c93607a
POSSIBLE_MISSED_DUPLICATE,DUPLICATE_CANDIDATE_NAME_CONTAINMENT,0,,ITM-301e4ba5ce0f46c3,CYBERATTAQUE_ORG,2378,2026-08-16,Lenormant,lenormant,,"Lenormant : 20,6 Go de données et près de 39 000 fichiers internes diffusés après une cyberattaque",https://www.cyberattaque.org/lenormant-206-go-de-donnees-et-pres-de-39-000-fichiers-internes-diffuses-apres-une-cyberattaque/,ITM-4b79645d80ad2ef9,FRENCHBREACHES,https://frenchbreaches.com/alertes/groupe-lenormant-blgcloud-msw8bjc0qn0hi4pzoxa,2026-08-16,Groupe Lenormant,groupe lenormant,,Groupe Lenormant (BlgCloud),https://frenchbreaches.com/alertes/groupe-lenormant-blgcloud-msw8bjc0qn0hi4pzoxa
